OccuranceID,Family,Genus,Species,Number of individuals,Site ID,Location,Country,Province/State,Latitude,Longitude,Checklist ID,Distance Traveled,Date Observed,Start time,End time,Sampling protocol,Basis of record,Observer,Status,Checklist Completed,Submitted date,X23,X24
310093,Hesperiidae,Erynnis,funeralis,1,36659,Anza Borrego Desert State Park,United States,California,33.100492,-116.301327,77518,NA,2018-04-06,10:00:00,13:00:00,Incidental Observation(s),Photograph,Paul Prappas,Identified,No,2018-04-06,NA,NA
310094,Pieridae,Pontia,sisymbrii,2,36659,Anza Borrego Desert State Park,United States,California,33.100492,-116.301327,77518,NA,2018-04-06,10:00:00,13:00:00,Incidental Observation(s),Photograph,Paul Prappas,Identified,No,2018-04-06,NA,NA
310095,Riodinidae,Calephelis,wrighti,1,36659,Anza Borrego Desert State Park,United States,California,33.100492,-116.301327,77518,NA,2018-04-06,10:00:00,13:00:00,Incidental Observation(s),Photograph,Paul Prappas,Identified,No,2018-04-06,NA,NA
310096,Nymphalidae,Euphydryas,chalcedona,1,36660,"CR S22 WB pull-off east of Ranchita, San Diego County",United States,California,33.219813,-116.462516,77519,300,2018-04-03,11:00:00,11:25:00,Traveling Survey,Photograph,Timothy Reichard,Identified,No,2018-04-06,NA,NA
310097,Nymphalidae,Danaus,plexippus,18,23482,Ft Johnson,United States,South Carolina,32.752461,-79.899023,77520,NA,2018-04-06,14:15:00,15:00:00,Incidental Observation(s),Photograph,Dennis Forsythe,Identified,No,2018-04-07,NA,NA
310098,Papilionidae,Papilio,palamedes,2,23482,Ft Johnson,United States,South Carolina,32.752461,-79.899023,77520,NA,2018-04-06,14:15:00,15:00:00,Incidental Observation(s),Sight,Dennis Forsythe,Identified,No,2018-04-07,NA,NA
310103,Hesperiidae,Hylephila,phyleus,2,36661,"Ho'aloha Park, East Kaahumanu Avenue, Kahului, HI, USA",United States,Hawaii,20.892095,-156.468912,77521,NA,2018-04-05,15:00:00,17:00:00,Incidental Observation(s),Photograph,Robert Brown,Needs IDs,No,2018-04-08,NA,NA
310104,Pieridae,Pieris,rapae,2,36661,"Ho'aloha Park, East Kaahumanu Avenue, Kahului, HI, USA",United States,Hawaii,20.892095,-156.468912,77521,NA,2018-04-05,15:00:00,17:00:00,Incidental Observation(s),Sight,Robert Brown,Needs IDs,No,2018-04-08,NA,NA
310105,Nymphalidae,Danaus,plexippus,4,36661,"Ho'aloha Park, East Kaahumanu Avenue, Kahului, HI, USA",United States,Hawaii,20.892095,-156.468912,77521,NA,2018-04-05,15:00:00,17:00:00,Incidental Observation(s),Sight,Robert Brown,Needs IDs,No,2018-04-08,NA,NA
310106,Pieridae,Phoebis,agarithe,2,36661,"Ho'aloha Park, East Kaahumanu Avenue, Kahului, HI, USA",United States,Hawaii,20.892095,-156.468912,77521,NA,2018-04-05,15:00:00,17:00:00,Incidental Observation(s),Sight,Robert Brown,Needs IDs,No,2018-04-08,NA,NA
310115,Papilionidae,Battus,philenor,10,36662,"Government Canyon State Natural Area, Galm Rd, San Antonio, TX, USA",United States,Texas,29.549341,-98.764815,77522,8000,2018-04-08,13:30:00,16:20:00,Traveling Survey,Sight,Zachary Tonzetich,Needs IDs,No,2018-04-08,NA,NA
310116,Papilionidae,Papilio,glaucus,2,36662,"Government Canyon State Natural Area, Galm Rd, San Antonio, TX, USA",United States,Texas,29.549341,-98.764815,77522,8000,2018-04-08,13:30:00,16:20:00,Traveling Survey,Sight,Zachary Tonzetich,Needs IDs,No,2018-04-08,NA,NA
310117,Pieridae,Zerene,cesonia,4,36662,"Government Canyon State Natural Area, Galm Rd, San Antonio, TX, USA",United States,Texas,29.549341,-98.764815,77522,8000,2018-04-08,13:30:00,16:20:00,Traveling Survey,Sight,Zachary Tonzetich,Needs IDs,No,2018-04-08,NA,NA
310118,Pieridae,Abaeis,nicippe,4,36662,"Government Canyon State Natural Area, Galm Rd, San Antonio, TX, USA",United States,Texas,29.549341,-98.764815,77522,8000,2018-04-08,13:30:00,16:20:00,Traveling Survey,Sight,Zachary Tonzetich,Needs IDs,No,2018-04-08,NA,NA
310119,Nymphalidae,Euptoieta,claudia,6,36662,"Government Canyon State Natural Area, Galm Rd, San Antonio, TX, USA",United States,Texas,29.549341,-98.764815,77522,8000,2018-04-08,13:30:00,16:20:00,Traveling Survey,Sight,Zachary Tonzetich,Needs IDs,No,2018-04-08,NA,NA
310120,Nymphalidae,Polygonia,interrogationis,3,36662,"Government Canyon State Natural Area, Galm Rd, San Antonio, TX, USA",United States,Texas,29.549341,-98.764815,77522,8000,2018-04-08,13:30:00,16:20:00,Traveling Survey,Photograph,Zachary Tonzetich,Needs IDs,No,2018-04-08,NA,NA
310121,Nymphalidae,Vanessa,virginiensis,2,36662,"Government Canyon State Natural Area, Galm Rd, San Antonio, TX, USA",United States,Texas,29.549341,-98.764815,77522,8000,2018-04-08,13:30:00,16:20:00,Traveling Survey,Sight,Zachary Tonzetich,Needs IDs,No,2018-04-08,NA,NA
310122,Nymphalidae,Vanessa,atalanta,8,36662,"Government Canyon State Natural Area, Galm Rd, San Antonio, TX, USA",United States,Texas,29.549341,-98.764815,77522,8000,2018-04-08,13:30:00,16:20:00,Traveling Survey,Sight,Zachary Tonzetich,Needs IDs,No,2018-04-08,NA,NA
310123,Nymphalidae,Junonia,coenia,2,36662,"Government Canyon State Natural Area, Galm Rd, San Antonio, TX, USA",United States,Texas,29.549341,-98.764815,77522,8000,2018-04-08,13:30:00,16:20:00,Traveling Survey,Sight,Zachary Tonzetich,Needs IDs,No,2018-04-08,NA,NA
310124,Nymphalidae,Asterocampa,celtis,1,36662,"Government Canyon State Natural Area, Galm Rd, San Antonio, TX, USA",United States,Texas,29.549341,-98.764815,77522,8000,2018-04-08,13:30:00,16:20:00,Traveling Survey,Photograph,Zachary Tonzetich,Needs IDs,No,2018-04-08,NA,NA
310125,Nymphalidae,Megisto,cymela,40,36662,"Government Canyon State Natural Area, Galm Rd, San Antonio, TX, USA",United States,Texas,29.549341,-98.764815,77522,8000,2018-04-08,13:30:00,16:20:00,Traveling Survey,Photograph,Zachary Tonzetich,Needs IDs,No,2018-04-08,NA,NA
310126,Nymphalidae,Adelpha,fessonia,1,36662,"Government Canyon State Natural Area, Galm Rd, San Antonio, TX, USA",United States,Texas,29.549341,-98.764815,77522,8000,2018-04-08,13:30:00,16:20:00,Traveling Survey,Photograph,Zachary Tonzetich,Needs IDs,No,2018-04-08,NA,NA
310127,Nymphalidae,Anaea,andria,2,36662,"Government Canyon State Natural Area, Galm Rd, San Antonio, TX, USA",United States,Texas,29.549341,-98.764815,77522,8000,2018-04-08,13:30:00,16:20:00,Traveling Survey,Sight,Zachary Tonzetich,Needs IDs,No,2018-04-08,NA,NA
310128,Nymphalidae,Anthanassa,texana,1,36662,"Government Canyon State Natural Area, Galm Rd, San Antonio, TX, USA",United States,Texas,29.549341,-98.764815,77522,8000,2018-04-08,13:30:00,16:20:00,Traveling Survey,Sight,Zachary Tonzetich,Needs IDs,No,2018-04-08,NA,NA
310129,Nymphalidae,Danaus,gilippus,4,36662,"Government Canyon State Natural Area, Galm Rd, San Antonio, TX, USA",United States,Texas,29.549341,-98.764815,77522,8000,2018-04-08,13:30:00,16:20:00,Traveling Survey,Sight,Zachary Tonzetich,Needs IDs,No,2018-04-08,NA,NA
310130,Pieridae,Kricogonia,lyside,2,36662,"Government Canyon State Natural Area, Galm Rd, San Antonio, TX, USA",United States,Texas,29.549341,-98.764815,77522,8000,2018-04-08,13:30:00,16:20:00,Traveling Survey,Sight,Zachary Tonzetich,Needs IDs,No,2018-04-08,NA,NA
310131,Papilionidae,Papilio,rumiko X cresphontes,1,36662,"Government Canyon State Natural Area, Galm Rd, San Antonio, TX, USA",United States,Texas,29.549341,-98.764815,77522,8000,2018-04-08,13:30:00,16:20:00,Traveling Survey,Sight,Zachary Tonzetich,Needs IDs,No,2018-04-08,NA,NA
310132,Pieridae,Pieris,sp.,10,36662,"Government Canyon State Natural Area, Galm Rd, San Antonio, TX, USA",United States,Texas,29.549341,-98.764815,77522,8000,2018-04-08,13:30:00,16:20:00,Traveling Survey,Sight,Zachary Tonzetich,Needs IDs,No,2018-04-08,NA,NA
310133,Hesperiidae,Achalarus,lyciades,3,14044,"Silver Bluff Audubon Center, Silver Bluff Road, Jackson, SC, United States",United States,South Carolina,33.32541,-81.844495,77523,10700,2018-04-08,14:10:00,17:30:00,Traveling Survey,Sight,Peter Stangel,Identified,No,2018-04-08,NA,NA
310134,Hesperiidae,Thorybes,bathyllus,2,14044,"Silver Bluff Audubon Center, Silver Bluff Road, Jackson, SC, United States",United States,South Carolina,33.32541,-81.844495,77523,10700,2018-04-08,14:10:00,17:30:00,Traveling Survey,Sight,Peter Stangel,Identified,No,2018-04-08,NA,NA
310135,Hesperiidae,Thorybes,pylades,1,14044,"Silver Bluff Audubon Center, Silver Bluff Road, Jackson, SC, United States",United States,South Carolina,33.32541,-81.844495,77523,10700,2018-04-08,14:10:00,17:30:00,Traveling Survey,Sight,Peter Stangel,Identified,No,2018-04-08,NA,NA
310136,Hesperiidae,Erynnis,juvenalis,2,14044,"Silver Bluff Audubon Center, Silver Bluff Road, Jackson, SC, United States",United States,South Carolina,33.32541,-81.844495,77523,10700,2018-04-08,14:10:00,17:30:00,Traveling Survey,Sight,Peter Stangel,Identified,No,2018-04-08,NA,NA
310137,Hesperiidae,Lerema,accius,1,14044,"Silver Bluff Audubon Center, Silver Bluff Road, Jackson, SC, United States",United States,South Carolina,33.32541,-81.844495,77523,10700,2018-04-08,14:10:00,17:30:00,Traveling Survey,Sight,Peter Stangel,Identified,No,2018-04-08,NA,NA
310138,Papilionidae,Papilio,polyxenes,2,14044,"Silver Bluff Audubon Center, Silver Bluff Road, Jackson, SC, United States",United States,South Carolina,33.32541,-81.844495,77523,10700,2018-04-08,14:10:00,17:30:00,Traveling Survey,Sight,Peter Stangel,Identified,No,2018-04-08,NA,NA
310139,Papilionidae,Papilio,troilus,1,14044,"Silver Bluff Audubon Center, Silver Bluff Road, Jackson, SC, United States",United States,South Carolina,33.32541,-81.844495,77523,10700,2018-04-08,14:10:00,17:30:00,Traveling Survey,Sight,Peter Stangel,Identified,No,2018-04-08,NA,NA
310140,Lycaenidae,Cupido,comyntas,8,14044,"Silver Bluff Audubon Center, Silver Bluff Road, Jackson, SC, United States",United States,South Carolina,33.32541,-81.844495,77523,10700,2018-04-08,14:10:00,17:30:00,Traveling Survey,Sight,Peter Stangel,Identified,No,2018-04-08,NA,NA
310141,Nymphalidae,Phyciodes,tharos,3,14044,"Silver Bluff Audubon Center, Silver Bluff Road, Jackson, SC, United States",United States,South Carolina,33.32541,-81.844495,77523,10700,2018-04-08,14:10:00,17:30:00,Traveling Survey,Sight,Peter Stangel,Identified,No,2018-04-08,NA,NA
310142,Nymphalidae,Vanessa,virginiensis,2,14044,"Silver Bluff Audubon Center, Silver Bluff Road, Jackson, SC, United States",United States,South Carolina,33.32541,-81.844495,77523,10700,2018-04-08,14:10:00,17:30:00,Traveling Survey,Sight,Peter Stangel,Identified,No,2018-04-08,NA,NA
310143,Nymphalidae,Vanessa,atalanta,1,14044,"Silver Bluff Audubon Center, Silver Bluff Road, Jackson, SC, United States",United States,South Carolina,33.32541,-81.844495,77523,10700,2018-04-08,14:10:00,17:30:00,Traveling Survey,Sight,Peter Stangel,Identified,No,2018-04-08,NA,NA
310144,Nymphalidae,Junonia,coenia,2,14044,"Silver Bluff Audubon Center, Silver Bluff Road, Jackson, SC, United States",United States,South Carolina,33.32541,-81.844495,77523,10700,2018-04-08,14:10:00,17:30:00,Traveling Survey,Sight,Peter Stangel,Identified,No,2018-04-08,NA,NA
310145,Nymphalidae,Megisto,cymela,5,14044,"Silver Bluff Audubon Center, Silver Bluff Road, Jackson, SC, United States",United States,South Carolina,33.32541,-81.844495,77523,10700,2018-04-08,14:10:00,17:30:00,Traveling Survey,Sight,Peter Stangel,Identified,No,2018-04-08,NA,NA
310146,Nymphalidae,Cyllopsis,gemma,1,14044,"Silver Bluff Audubon Center, Silver Bluff Road, Jackson, SC, United States",United States,South Carolina,33.32541,-81.844495,77523,10700,2018-04-08,14:10:00,17:30:00,Traveling Survey,Sight,Peter Stangel,Identified,No,2018-04-08,NA,NA
310147,Hesperiidae,Erynnis,juvenalis/horatius,4,14044,"Silver Bluff Audubon Center, Silver Bluff Road, Jackson, SC, United States",United States,South Carolina,33.32541,-81.844495,77523,10700,2018-04-08,14:10:00,17:30:00,Traveling Survey,Sight,Peter Stangel,Identified,No,2018-04-08,NA,NA
310148,Nymphalidae,Hermeuptychia,sp.,25,14044,"Silver Bluff Audubon Center, Silver Bluff Road, Jackson, SC, United States",United States,South Carolina,33.32541,-81.844495,77523,10700,2018-04-08,14:10:00,17:30:00,Traveling Survey,Sight,Peter Stangel,Identified,No,2018-04-08,NA,NA
310149,Nymphalidae,Hermeuptychia,sosybius,1,36663,Bulow Landing,United States,South Carolina,32.818603,-80.148869,77524,150,2018-04-08,13:25:00,13:37:00,Traveling Survey,Photograph,Dennis Forsythe,Identified,No,2018-04-09,NA,NA
310157,Lycaenidae,Callophrys,henrici,1,36665,FMNF C-116,United States,South Carolina,32.965501,-79.790529,77527,NA,2018-04-05,12:00:00,NA,Incidental Observation(s),Sight,Bob Dellinger,Identified,No,2018-04-09,NA,NA
310158,Hesperiidae,Poanes,melane,1,36666,"Kit Carson Park, Escondido",United States,California,33.075857,-117.05957,77528,NA,2018-04-08,16:00:00,16:15:00,Incidental Observation(s),Photograph,Paul Prappas,Identified,No,2018-04-09,NA,NA
310166,Lycaenidae,Celastrina,sp.,1,36668,Bocabec,Canada,New Brunswick,45.163554,-67.049957,77530,NA,2018-04-10,12:00:00,12:10:00,Incidental Observation(s),Sight,Ron Wilson,Identified,No,2018-04-10,NA,NA
310167,Papilionidae,Papilio,rumiko,1,36669,San Diego Botanic Garden,United States,California,33.051125999999996,-117.279665,77531,300,2018-04-10,11:30:00,13:20:00,Traveling Survey,Sight,Paul Prappas,Identified,No,2018-04-10,NA,NA
310168,Papilionidae,Papilio,rutulus,3,36669,San Diego Botanic Garden,United States,California,33.051125999999996,-117.279665,77531,300,2018-04-10,11:30:00,13:20:00,Traveling Survey,Sight,Paul Prappas,Identified,No,2018-04-10,NA,NA
310169,Nymphalidae,Nymphalis,antiopa,8,36669,San Diego Botanic Garden,United States,California,33.051125999999996,-117.279665,77531,300,2018-04-10,11:30:00,13:20:00,Traveling Survey,Sight,Paul Prappas,Identified,No,2018-04-10,NA,NA
310170,Nymphalidae,Vanessa,atalanta,1,36669,San Diego Botanic Garden,United States,California,33.051125999999996,-117.279665,77531,300,2018-04-10,11:30:00,13:20:00,Traveling Survey,Sight,Paul Prappas,Identified,No,2018-04-10,NA,NA
310171,Hesperiidae,Poanes,melane,2,36669,San Diego Botanic Garden,United States,California,33.051125999999996,-117.279665,77531,300,2018-04-10,11:30:00,13:20:00,Traveling Survey,Photograph,Paul Prappas,Identified,No,2018-04-10,NA,NA
310172,Papilionidae,Battus,philenor,3,30022,Tohono Chul Park,United States,Arizona,32.339288,-110.981741,77532,350,2018-03-31,10:45:00,12:15:00,Traveling Survey,Sight,Andrew Hogan,Needs IDs,No,2018-04-11,NA,NA
310173,Papilionidae,Papilio,rumiko,2,30022,Tohono Chul Park,United States,Arizona,32.339288,-110.981741,77532,350,2018-03-31,10:45:00,12:15:00,Traveling Survey,Sight,Andrew Hogan,Identified,No,2018-04-11,NA,NA
310174,Lycaenidae,Leptotes,marina,1,30022,Tohono Chul Park,United States,Arizona,32.339288,-110.981741,77532,350,2018-03-31,10:45:00,12:15:00,Traveling Survey,Sight,Andrew Hogan,Needs IDs,No,2018-04-11,NA,NA
310175,Nymphalidae,Danaus,plexippus,3,30022,Tohono Chul Park,United States,Arizona,32.339288,-110.981741,77532,350,2018-03-31,10:45:00,12:15:00,Traveling Survey,Sight,Andrew Hogan,Needs IDs,No,2018-04-11,NA,NA
310176,Unknown,Unknown,Unknown sp1,1,30022,Tohono Chul Park,United States,Arizona,32.339288,-110.981741,77532,350,2018-03-31,10:45:00,12:15:00,Traveling Survey,Sight,Andrew Hogan,Needs IDs,No,2018-04-11,NA,NA
310177,Nymphalidae,Anthanassa,texana,5,30022,Tohono Chul Park,United States,Arizona,32.339288,-110.981741,77532,350,2018-03-31,10:45:00,12:15:00,Traveling Survey,Sight,Andrew Hogan,Needs IDs,No,2018-04-11,NA,NA
310178,Nymphalidae,Danaus,gilippus,5,30022,Tohono Chul Park,United States,Arizona,32.339288,-110.981741,77532,350,2018-03-31,10:45:00,12:15:00,Traveling Survey,Sight,Andrew Hogan,Needs IDs,No,2018-04-11,NA,NA
310179,Papilionidae,Battus,philenor,5,30022,Tohono Chul Park,United States,Arizona,32.339288,-110.981741,77533,350,2018-04-07,10:45:00,12:45:00,Traveling Survey,Sight,Andrew Hogan,Needs IDs,No,2018-04-11,NA,NA
310180,Papilionidae,Papilio,rumiko,3,30022,Tohono Chul Park,United States,Arizona,32.339288,-110.981741,77533,350,2018-04-07,10:45:00,12:45:00,Traveling Survey,Sight,Andrew Hogan,Identified,No,2018-04-11,NA,NA
310181,Pieridae,Phoebis,sennae,1,30022,Tohono Chul Park,United States,Arizona,32.339288,-110.981741,77533,350,2018-04-07,10:45:00,12:45:00,Traveling Survey,Sight,Andrew Hogan,Needs IDs,No,2018-04-11,NA,NA
310182,Lycaenidae,Leptotes,marina,4,30022,Tohono Chul Park,United States,Arizona,32.339288,-110.981741,77533,350,2018-04-07,10:45:00,12:45:00,Traveling Survey,Sight,Andrew Hogan,Needs IDs,No,2018-04-11,NA,NA
310183,Nymphalidae,Agraulis,vanillae,4,30022,Tohono Chul Park,United States,Arizona,32.339288,-110.981741,77533,350,2018-04-07,10:45:00,12:45:00,Traveling Survey,Sight,Andrew Hogan,Needs IDs,No,2018-04-11,NA,NA
310184,Nymphalidae,Anthanassa,texana,1,30022,Tohono Chul Park,United States,Arizona,32.339288,-110.981741,77533,350,2018-04-07,10:45:00,12:45:00,Traveling Survey,Sight,Andrew Hogan,Needs IDs,No,2018-04-11,NA,NA
310185,Nymphalidae,Danaus,gilippus,2,30022,Tohono Chul Park,United States,Arizona,32.339288,-110.981741,77533,350,2018-04-07,10:45:00,12:45:00,Traveling Survey,Sight,Andrew Hogan,Needs IDs,No,2018-04-11,NA,NA
310186,Nymphalidae,Dymasia,dymas,1,30022,Tohono Chul Park,United States,Arizona,32.339288,-110.981741,77533,350,2018-04-07,10:45:00,12:45:00,Traveling Survey,Sight,Andrew Hogan,Needs IDs,No,2018-04-11,NA,NA
310187,Nymphalidae,Danaus,plexippus,3,36670,I-20 - LA-9 area,United States,Louisiana,32.566951,-92.947647,77534,NA,2018-03-31,14:15:00,14:30:00,Incidental Observation(s),Sight,Larry Neily,Identified,No,2018-04-12,NA,NA
310188,Papilionidae,Papilio,palamedes,3,28403,Caw Caw Interpretive Center,United States,South Carolina,32.784451,-80.193109,77535,800,2018-04-11,12:15:00,12:39:00,Traveling Survey,Sight,Dennis Forsythe,Identified,No,2018-04-12,NA,NA
310189,Nymphalidae,Danaus,plexippus,1,28403,Caw Caw Interpretive Center,United States,South Carolina,32.784451,-80.193109,77536,1000,2018-04-11,12:50:00,13:20:00,Traveling Survey,Sight,Dennis Forsythe,Identified,No,2018-04-12,NA,NA
310190,Nymphalidae,Hermeuptychia,sosybius,3,28403,Caw Caw Interpretive Center,United States,South Carolina,32.784451,-80.193109,77536,1000,2018-04-11,12:50:00,13:20:00,Traveling Survey,Sight,Dennis Forsythe,Identified,No,2018-04-12,NA,NA
310191,Papilionidae,Papilio,palamedes,2,28403,Caw Caw Interpretive Center,United States,South Carolina,32.784451,-80.193109,77536,1000,2018-04-11,12:50:00,13:20:00,Traveling Survey,Sight,Dennis Forsythe,Identified,No,2018-04-12,NA,NA
310192,Hesperiidae,Ancyloxypha,numitor,1,28403,Caw Caw Interpretive Center,United States,South Carolina,32.784451,-80.193109,77537,2000,2018-04-11,13:20:00,15:45:00,Traveling Survey,Sight,Dennis Forsythe,Identified,No,2018-04-12,NA,NA
310193,Papilionidae,Papilio,glaucus,1,28403,Caw Caw Interpretive Center,United States,South Carolina,32.784451,-80.193109,77537,2000,2018-04-11,13:20:00,15:45:00,Traveling Survey,Sight,Dennis Forsythe,Identified,No,2018-04-12,NA,NA
310194,Nymphalidae,Limenitis,archippus,1,28403,Caw Caw Interpretive Center,United States,South Carolina,32.784451,-80.193109,77537,2000,2018-04-11,13:20:00,15:45:00,Traveling Survey,Sight,Dennis Forsythe,Identified,No,2018-04-12,NA,NA
310195,Nymphalidae,Megisto,cymela,4,28403,Caw Caw Interpretive Center,United States,South Carolina,32.784451,-80.193109,77537,2000,2018-04-11,13:20:00,15:45:00,Traveling Survey,Photograph,Dennis Forsythe,Identified,No,2018-04-12,NA,NA
310196,Nymphalidae,Hermeuptychia,sosybius,3,28403,Caw Caw Interpretive Center,United States,South Carolina,32.784451,-80.193109,77537,2000,2018-04-11,13:20:00,15:45:00,Traveling Survey,Sight,Dennis Forsythe,Identified,No,2018-04-12,NA,NA
310197,Nymphalidae,Phyciodes,phaon,1,28403,Caw Caw Interpretive Center,United States,South Carolina,32.784451,-80.193109,77537,2000,2018-04-11,13:20:00,15:45:00,Traveling Survey,Photograph,Dennis Forsythe,Identified,No,2018-04-12,NA,NA
310198,Papilionidae,Papilio,palamedes,3,28403,Caw Caw Interpretive Center,United States,South Carolina,32.784451,-80.193109,77537,2000,2018-04-11,13:20:00,15:45:00,Traveling Survey,Photograph,Dennis Forsythe,Identified,No,2018-04-12,NA,NA
310207,Nymphalidae,Polygonia,comma,4,11287,Dansville State Game Area - Seven Gables Rd.,United States,Michigan,42.525541,-84.317201,77546,5000,2018-04-12,15:00:00,16:30:00,Traveling Survey,Sight,Jeff Pavlik - Michigan,Identified,No,2018-04-12,NA,NA
310208,Nymphalidae,Nymphalis,antiopa,1,11287,Dansville State Game Area - Seven Gables Rd.,United States,Michigan,42.525541,-84.317201,77546,5000,2018-04-12,15:00:00,16:30:00,Traveling Survey,Sight,Jeff Pavlik - Michigan,Identified,No,2018-04-12,NA,NA
310209,Lycaenidae,Hemiargus,ceraunus,1,36672,"Silver Strand State Beach, San Diego",United States,California,32.638079,-117.140088,77547,NA,2018-04-11,11:00:00,11:15:00,Incidental Observation(s),Photograph,Paul Prappas,Identified,No,2018-04-12,NA,NA
310210,Hesperiidae,Erynnis,juvenalis,1,36658,The Clifton Institute,United States,Virginia,38.781807,-77.80163,77548,4860,2018-04-12,13:05:00,15:28:00,Traveling Survey,Sight,Bert Harris,Identified,No,2018-04-13,NA,NA
310211,Papilionidae,Eurytides,marcellus,1,36658,The Clifton Institute,United States,Virginia,38.781807,-77.80163,77548,4860,2018-04-12,13:05:00,15:28:00,Traveling Survey,Sight,Bert Harris,Identified,No,2018-04-13,NA,NA
310212,Pieridae,Pieris,rapae,2,36658,The Clifton Institute,United States,Virginia,38.781807,-77.80163,77548,4860,2018-04-12,13:05:00,15:28:00,Traveling Survey,Sight,Bert Harris,Identified,No,2018-04-13,NA,NA
310213,Pieridae,Colias,philodice,14,36658,The Clifton Institute,United States,Virginia,38.781807,-77.80163,77548,4860,2018-04-12,13:05:00,15:28:00,Traveling Survey,Sight,Bert Harris,Identified,No,2018-04-13,NA,NA
310214,Lycaenidae,Celastrina,neglecta,3,36658,The Clifton Institute,United States,Virginia,38.781807,-77.80163,77548,4860,2018-04-12,13:05:00,15:28:00,Traveling Survey,Sight,Bert Harris,Identified,No,2018-04-13,NA,NA
310215,Nymphalidae,Nymphalis,antiopa,1,36658,The Clifton Institute,United States,Virginia,38.781807,-77.80163,77548,4860,2018-04-12,13:05:00,15:28:00,Traveling Survey,Sight,Bert Harris,Identified,No,2018-04-13,NA,NA
310216,Hesperiidae,Erynnis,juvenalis/horatius,2,36658,The Clifton Institute,United States,Virginia,38.781807,-77.80163,77548,4860,2018-04-12,13:05:00,15:28:00,Traveling Survey,Sight,Bert Harris,Identified,No,2018-04-13,NA,NA
310217,Pieridae,Colias,sp.,1,36658,The Clifton Institute,United States,Virginia,38.781807,-77.80163,77548,4860,2018-04-12,13:05:00,15:28:00,Traveling Survey,Sight,Bert Harris,Identified,No,2018-04-13,NA,NA
310218,Pieridae,Pieris,sp.,1,36658,The Clifton Institute,United States,Virginia,38.781807,-77.80163,77548,4860,2018-04-12,13:05:00,15:28:00,Traveling Survey,Sight,Bert Harris,Identified,No,2018-04-13,NA,NA
310219,Hesperiidae,Erynnis,icelus,2,22318,Catawba Creek Rd. (Botetourt),United States,Virginia,37.583851,-79.829192,77549,2500,2018-04-13,09:30:00,11:20:00,Traveling Survey,Sight,Barry Kinzie,Identified,No,2018-04-13,NA,NA
310220,Hesperiidae,Erynnis,brizo,12,22318,Catawba Creek Rd. (Botetourt),United States,Virginia,37.583851,-79.829192,77549,2500,2018-04-13,09:30:00,11:20:00,Traveling Survey,Sight,Barry Kinzie,Identified,No,2018-04-13,NA,NA
310221,Hesperiidae,Erynnis,juvenalis,24,22318,Catawba Creek Rd. (Botetourt),United States,Virginia,37.583851,-79.829192,77549,2500,2018-04-13,09:30:00,11:20:00,Traveling Survey,Sight,Barry Kinzie,Identified,No,2018-04-13,NA,NA
310222,Papilionidae,Eurytides,marcellus,12,22318,Catawba Creek Rd. (Botetourt),United States,Virginia,37.583851,-79.829192,77549,2500,2018-04-13,09:30:00,11:20:00,Traveling Survey,Sight,Barry Kinzie,Identified,No,2018-04-13,NA,NA
310223,Papilionidae,Papilio,glaucus,3,22318,Catawba Creek Rd. (Botetourt),United States,Virginia,37.583851,-79.829192,77549,2500,2018-04-13,09:30:00,11:20:00,Traveling Survey,Sight,Barry Kinzie,Identified,No,2018-04-13,NA,NA
310224,Pieridae,Colias,eurytheme,1,22318,Catawba Creek Rd. (Botetourt),United States,Virginia,37.583851,-79.829192,77549,2500,2018-04-13,09:30:00,11:20:00,Traveling Survey,Sight,Barry Kinzie,Identified,No,2018-04-13,NA,NA
310225,Lycaenidae,Callophrys,grynea,1,22318,Catawba Creek Rd. (Botetourt),United States,Virginia,37.583851,-79.829192,77549,2500,2018-04-13,09:30:00,11:20:00,Traveling Survey,Sight,Barry Kinzie,Identified,No,2018-04-13,NA,NA
310226,Lycaenidae,Callophrys,henrici,1,22318,Catawba Creek Rd. (Botetourt),United States,Virginia,37.583851,-79.829192,77549,2500,2018-04-13,09:30:00,11:20:00,Traveling Survey,Sight,Barry Kinzie,Identified,No,2018-04-13,NA,NA
310227,Lycaenidae,Celastrina,ladon,1,22318,Catawba Creek Rd. (Botetourt),United States,Virginia,37.583851,-79.829192,77549,2500,2018-04-13,09:30:00,11:20:00,Traveling Survey,Sight,Barry Kinzie,Identified,No,2018-04-13,NA,NA
310228,Lycaenidae,Celastrina,neglecta,8,22318,Catawba Creek Rd. (Botetourt),United States,Virginia,37.583851,-79.829192,77549,2500,2018-04-13,09:30:00,11:20:00,Traveling Survey,Sight,Barry Kinzie,Identified,No,2018-04-13,NA,NA
310229,Nymphalidae,Vanessa,virginiensis,1,22318,Catawba Creek Rd. (Botetourt),United States,Virginia,37.583851,-79.829192,77549,2500,2018-04-13,09:30:00,11:20:00,Traveling Survey,Sight,Barry Kinzie,Identified,No,2018-04-13,NA,NA
310230,Pieridae,Anthocharis,midea,11,22318,Catawba Creek Rd. (Botetourt),United States,Virginia,37.583851,-79.829192,77549,2500,2018-04-13,09:30:00,11:20:00,Traveling Survey,Sight,Barry Kinzie,Identified,No,2018-04-13,NA,NA
310231,Lycaenidae,Celastrina,sp.,6,22318,Catawba Creek Rd. (Botetourt),United States,Virginia,37.583851,-79.829192,77549,2500,2018-04-13,09:30:00,11:20:00,Traveling Survey,Sight,Barry Kinzie,Identified,No,2018-04-13,NA,NA
